	TopTF	TopGene20	TopGene100
48	ID2,HOPX,ETS1,CREM,IRF1,RUNX3,REL,ZNF331,NR4A2	CCL5,IL32,GNLY,GZMA,CD7,CD52,NKG7,HCST,PTPRC,SH3BGRL3,RAC2,CORO1A,SRGN,TMSB4X,CD2,CD247,LCP1,EVL,CD3E,HLA-A	CCL5,IL32,GNLY,GZMA,CD7,CD52,NKG7,HCST,PTPRC,SH3BGRL3,RAC2,CORO1A,SRGN,TMSB4X,CD2,CD247,LCP1,EVL,CD3E,HLA-A,ID2,GZMB,XCL2,CD69,CCL4,CXCR4,ARHGDIB,CTSW,KLRB1,RARRES3,CD3D,LCK,S100A4,ACTB,IL2RG,XCL1,DUSP2,LSP1,HLA-C,CYTIP,IFITM2,STK17A,ITM2A,CST7,IL2RB,PRF1,TNFRSF18,GMFG,CD96,CD53,STK17B,TRAC,ZFP36L2,HOPX,ETS1,CKLF,BTG1,FCER1G,CLEC2B,APOBEC3G,ACAP1,KLRC1,TNFAIP3,CREM,SLA,KLRD1,ARPC2,DDIT4,SPOCK2,IRF1,PFN1,GYPC,CALM1,TXNIP,TRBC2,KRT86,HSPA8,ZFP36,RUNX3,GNG2,TYROBP,ACTG1,FYB,B2M,TUBA4A,DNAJB1,REL,RGS16,HLA-B,CD99,JAK1,IFI16,PTPN7,CRIP1,CCND2,MYL12A,ZNF331,LTB,NR4A2,METRNL
49	EGR1,ID2,TSC22D3,NR4A2	RNASE1,SELENOP,C1QB,C1QA,C1QC,CTSB,PSAP,PLTP,HLA-DRB1,CD14,F13A1,NPC2,MS4A6A,CCR7,FCER1G,FOLR2,CTSC,LGMN,TPT1,IFITM3	RNASE1,SELENOP,C1QB,C1QA,C1QC,CTSB,PSAP,PLTP,HLA-DRB1,CD14,F13A1,NPC2,MS4A6A,CCR7,FCER1G,FOLR2,CTSC,LGMN,TPT1,IFITM3,FCGRT,RPS18,CTSD,RPL21,TYROBP,CD163,RPL12,HLA-DRB5,MS4A4A,CST3,AIF1,UBC,CCL13,FCGR3A,TMEM176B,SLC40A1,TGFBI,EEF1A1,RPS15A,GRN,FCGR2A,HLA-DPA1,ITM2B,IFI27,CD68,VSIG4,GPR34,LYVE1,CXCL1,C6orf62,SDCBP,PLAU,CALM2,SSR4,GLUL,PLD3,IFI6,GAPDH,SGK1,RPL41,CD69,DNAJB1,CD63,EGR1,ID2,CFD,HLA-A,HSPA6,MT-ND3,LGALS3BP,MT-ATP6,RNASET2,CREG1,HSPA1B,FCGR2B,IL32,ACTB,EIF3E,RPS6,C6orf48,RPL7,S100A4,FTH1,RPL10A,STAB1,ACTG1,HLA-DQA1,ASAH1,CCL2,RPL36,PMP22,RNASE6,MRC1,MS4A7,RPS8,RPS9,CXCL12,TSC22D3,RPLP1,NR4A2
50	FOS,JUN,IRF1,FOXP1,SP100	TCL1A,FCER2,CXCR4,IL4R,FOS,CD69,BTG1,IGHD,CD79B,PLPP5,APLP2,IGHM,HVCN1,MEF2C,LINC00926,HLA-DRB1,CD52,BIRC3,IGLC2,TMSB10	TCL1A,FCER2,CXCR4,IL4R,FOS,CD69,BTG1,IGHD,CD79B,PLPP5,APLP2,IGHM,HVCN1,MEF2C,LINC00926,HLA-DRB1,CD52,BIRC3,IGLC2,TMSB10,LAPTM5,TSPAN13,CD74,DBI,IGLC3,FCRL1,CD72,TSPO,SELL,TUBA1A,HLA-DRA,CD79A,HLA-DMB,CD37,VPREB3,HLA-DQB1,CLEC2D,SEC62,SNX2,NCF1,YBX3,STK17A,LTA4H,CD22,DUSP1,ANXA1,JUN,CLEC2B,RCSD1,ABRACL,HLA-DRB5,TMEM123,IRF1,SARAF,FAM129C,H1FX,STX7,FOXP1,TAGAP,CD55,ISG20,MYL6,ZFP36L1,AES,CD200,C1orf162,SERF2,FKBP1A,ARPC3,HLA-DOB,IL2RG,ITGB2,GLTSCR2,RHOH,RNASE6,ITM2B,HLA-DMA,SNX29,BTLA,HLA-DPB1,IFI16,EVL,IL32,ADK,CD83,LYST,PPIB,NCL,FXYD5,SESN1,ICAM2,RPS4Y1,HLA-DPA1,SP100,BLOC1S2,ATP6V1G1,MYADM,PIK3IP1,H3F3A,POMP
51	ID2,IRF1,REL,SUB1,KLF6,NFKB1	TXN,BIRC3,ID2,MARCKSL1,CCR7,CRIP1,FSCN1,CD83,GPX4,RPS27L,CDKN1A,PNRC1,SEC61B,GSTP1,VIM,RGS1,LSP1,CCL22,ZFP36L1,SAMSN1	TXN,BIRC3,ID2,MARCKSL1,CCR7,CRIP1,FSCN1,CD83,GPX4,RPS27L,CDKN1A,PNRC1,SEC61B,GSTP1,VIM,RGS1,LSP1,CCL22,ZFP36L1,SAMSN1,H2AFZ,SYNGR2,ACTB,LAMP3,IRF1,ZFAS1,HLA-DPB1,PPA1,NUB1,CST7,GSN,BCL2A1,MARCKS,HINT1,BASP1,LGALS1,IL7R,CSF2RA,MTHFD2,ACTG1,TYROBP,TYMP,RASSF4,DUSP5,TNFAIP2,GADD45A,ATOX1,GPR183,ISCU,CD40,HLA-DRA,PFN1,TMEM176B,TMSB10,GPR157,REL,IDO1,LCP1,NAP1L1,TUBB,ALDH2,ANXA6,CFLAR,HLA-DQA1,MGLL,DBI,PPDPF,BTG1,IL32,CCL17,PLEK,TMEM176A,DUSP1,DAPP1,SUB1,CD74,KLF6,IER2,STK4,CIRBP,PSME1,ZFAND5,GNG5,GABARAPL2,CTSZ,TBC1D4,NFKB1,FNBP1,TRAF1,MYO1G,HLA-DQB1,HLA-DPA1,EBI3,SRGN,RAB9A,RAP1B,CXCR4,IL4I1,CD86,YPEL5
52		LYZ,AC020656.1,MMP12,IFI30,PSAP,FCN1,CD74,TMSB10,FBP1,CST3,GRN,IFNGR1,ALDOA,VIM,RACK1,CTSS,RPS27,S100A11,ANXA2,MT1G	LYZ,AC020656.1,MMP12,IFI30,PSAP,FCN1,CD74,TMSB10,FBP1,CST3,GRN,IFNGR1,ALDOA,VIM,RACK1,CTSS,RPS27,S100A11,ANXA2,MT1G,COTL1,SH3BGRL3,CXCL2,RPS11,RPS6,RPL8,RGS2,CALM2,DUSP2,RPS19,CXCR4,EIF4A3,RPLP2,HLA-B,SDCBP,NPC2,BTG1,FCER1G,CAPG,HSPA8,RPL11,ANXA1,TYROBP,PTMA,CD14,COX7C,MS4A6A,ITGB2,TSPO,SLC25A6,RPL23A,CTSH,COX4I1,LDHA,SLC25A5,IFITM3,MT1X,LGALS3,RPS8,RPL15,PPT1,ALDH2,PDK4,OAZ1,LGALS1,NCF2,HSPA1A,TPI1,CD68,C3AR1,PGK1,ASAH1,EEF1B2,AREG,CXCL8,S100A10,NACA,HMGN2,RHOA,RPL12,GSTP1,TKT,ATP5MC2,S100A6,HLA-A,ATP6V1B2,RPL27A,RPL29,LIPA,LTA4H,FN1,IFI6,AIF1,THBS1,IL32,RPL28,DDIT4,CD69,RPS23,SUMO2
53		CALR,MALAT1,HLA-A,TMBIM6,HLA-B,PPIB,HLA-C,HSP90B1,PSAP,PDIA3,HSPA5,PDIA6,SRGN,CYBA,ITGB2,CD63,B2M,NEAT1,EMP3,HLA-DRB1	CALR,MALAT1,HLA-A,TMBIM6,HLA-B,PPIB,HLA-C,HSP90B1,PSAP,PDIA3,HSPA5,PDIA6,SRGN,CYBA,ITGB2,CD63,B2M,NEAT1,EMP3,HLA-DRB1,CD44,PTPRC,HLA-E,ITM2B,CANX,MTDH,BST2,SSR4,SARAF,BSG,FXYD5,CD74,GRN,HLA-DRB5,ARL6IP5,CD53,P4HB,MT-ND5,LMAN2,ATP6V0B,CTSD,TMEM59,ATP1B3,LY6E,TMED10,TIMP1,ITGB1,MT-CO1,CD99,LAPTM5,RPN2,MYDGF,HLA-DQB1,REEP5,LYZ,ATP6V0E1,SSR2,MT2A,MT-CO2,HCST,HM13,DAD1,TAPBP,CTSC,DDOST,RPN1,CXCR4,MT-ND4,MT-CYB,KRTCAP2,SPCS2,FKBP2,ATP6AP2,IFI6,SPCS3,SYNGR2,SDF2L1,MT-ND2,SPP1,HSPA1A,CUTA,IL2RG,COX6A1,CD48,CD164,PDIA4,OSTC,MT-ND1,CTSS,TMED9,MT-ATP6,HNRNPH1,MT-CO3,CD52,CD3D,CTSA,CST3,TPP1,APLP2,PPT1
54	ID2,JUNB,CREM	RPS18,RPS27,RPL13AP5,RPL31,RPL18A,RPL37A,RPL29,RPL4,IFITM3,CST3,ACTG1,FTH1,MIF,RPS12,IFNGR1,HLA-DRB1,SRGN,TUBA1B,RPL3,RPS9	RPS18,RPS27,RPL13AP5,RPL31,RPL18A,RPL37A,RPL29,RPL4,IFITM3,CST3,ACTG1,FTH1,MIF,RPS12,IFNGR1,HLA-DRB1,SRGN,TUBA1B,RPL3,RPS9,ZFP36,MYL6,CTSB,ID2,RPSA,NPY,RPS19,DNAJB1,RPL36,JUNB,LAPTM5,CALM2,RPLP2,RPS26,HERPUD1,BCL2A1,TUBA1A,CD14,HLA-DPA1,RPL18,H3F3B,C1QA,GPX1,LIPA,IFITM2,CD63,AREG,HLA-DQA1,RPS17,TYROBP,NPC2,C6orf62,CTGF,FN1,HLA-DRB5,MTRNR2L8,TOB1,SOD2,CTSD,GPR183,TXNIP,TREM2,ALOX5AP,DUSP2,OLR1,ASAH1,ITM2B,HIST1H4C,EEF1D,RPL7A,LYZ,MTRNR2L1,IL32,RPS5,UBB,IL7R,IER2,S100A10,GSN,TPT1,APOC1,CD2,TUBA4A,FABP5,RPL36A,SARAF,S100A6,SGK1,MTRNR2L10,GAPDH,ACTB,ACTA2,VIM,CD3D,RPL34,SLC25A3,PDK4,CYBA,LAMTOR1,CREM
55	IRF8,ID2,BATF3,KLF6,FOS,SPI1	RGCC,CST3,SNX3,IRF8,ID2,C1orf54,CPVL,CLEC9A,LYZ,S100A10,CPNE3,C1orf162,DNASE1L3,GSTP1,CCND1,TAGLN2,PTPRE,WDFY4,PSAP,IDO1	RGCC,CST3,SNX3,IRF8,ID2,C1orf54,CPVL,CLEC9A,LYZ,S100A10,CPNE3,C1orf162,DNASE1L3,GSTP1,CCND1,TAGLN2,PTPRE,WDFY4,PSAP,IDO1,TAP1,RAB32,NAAA,CADM1,LGALS2,UCP2,BASP1,RGS10,BATF3,PPT1,MPEG1,LSP1,CD59,HLA-DPB1,CD48,CLEC2B,GYPC,HLA-DPA1,SHTN1,SAT1,LIMD2,LMNA,FGL2,SAMHD1,ANPEP,CSTB,ACTB,CLNK,ISG15,ICAM3,EVI2B,LGMN,CYB5R3,PLEK,SELPLG,VIM,TMSB4X,SLAMF8,HSPA5,SRGN,FNBP1,C20orf27,DDIT4,KLF6,DUSP4,CALR,CDK2AP2,SERPINB9,CKLF,SERPINF1,COX7C,FOS,TUBA1A,THBD,SPI1,PPA1,HLA-DRB5,ITGB2,CLEC7A,CD74,SERPINB1,TRMT112,NEAT1,CXCL16,CYCS,HLA-DRB1,H2AFY,KLRB1,RNASET2,HLA-DQB1,SLAMF7,ACTG1,MYL6,TGFBI,EVL,EVI2A,TACSTD2,P2RY6,ATG3,FUCA1
56	CREM,NR3C1,ARID5B,ELF1,TSC22D3,STAT4,LITAF,ZNF331,HMGB2,FOXP1	CREM,CXCR4,SYTL3,LEPROTL1,SRGN,FYN,PIK3R1,EML4,DDIT4,SH2D2A,TNFAIP3,SPOCK2,CD7,CNOT6L,NR3C1,SARAF,FTH1,PDE4B,YWHAB,SAMSN1	CREM,CXCR4,SYTL3,LEPROTL1,SRGN,FYN,PIK3R1,EML4,DDIT4,SH2D2A,TNFAIP3,SPOCK2,CD7,CNOT6L,NR3C1,SARAF,FTH1,PDE4B,YWHAB,SAMSN1,LDHA,YPEL5,DNAJB1,DUSP4,WIPF1,CD5,SRSF7,ZFP36L2,ARID5B,RGS1,PFKFB3,DUSP2,CST7,ELF1,LGALS1,SYAP1,TSC22D3,FAM177A1,TNFRSF1B,STAT4,ZFP36,GPR171,SMCHD1,PABPC1,PTPRC,PPP1CB,ITM2A,ISG20,LITAF,ARHGDIB,NDUFS5,PDE3B,DYNLT1,RNF125,ZNF331,CD8A,AKNA,PPP2R5C,HMGB2,EVI2A,STK17B,UBB,KMT2E,PBXIP1,UBE2B,FXYD5,STK4,UBC,CEMIP2,SELK,G3BP2,IQGAP2,USP36,CD55,PAIP2,TPM4,AOAH,CYBA,TENT5C,HSPE1,FAM129A,SRSF2,GUK1,OAZ1,CDC42SE2,BTG1,TECR,PARP8,DNAJB6,SDCBP,TSEN54,PTPN22,ALOX5AP,FOXP1,AKAP13,IRF1,MT-ATP6,HERPUD1,PRKAR1A,IL7R
57	JUN,FOS,ID2,KLF6,EGR1,FOSB,MAFB,ATF4,ATF3,ID3	JUN,IER2,FOS,ID2,GADD45B,KLF6,CITED2,DUSP1,EGR1,FOSB,NFKBIA,PPP1R15A,NEAT1,RHOB,SAT1,BRD2,CD69,BTG2,HEXIM1,SRSF3	JUN,IER2,FOS,ID2,GADD45B,KLF6,CITED2,DUSP1,EGR1,FOSB,NFKBIA,PPP1R15A,NEAT1,RHOB,SAT1,BRD2,CD69,BTG2,HEXIM1,SRSF3,TXNIP,EIF4A2,RSRP1,UBB,MT-CYB,HSPA8,FUS,RPL3,SRSF7,TRBC2,TUBA1A,C12orf57,SLC38A2,HIST1H1C,RAN,MAFB,TLE4,RPL28,UBC,GIMAP7,ATF4,IGKC,SQSTM1,H3F3B,MYLIP,NFKBIZ,ATF3,CCNL1,MYL6,EIF4A3,HLA-DRA,RPL11,AC007952.4,COMMD6,INTS6,GSTP1,Z93241.1,H1FX,ANXA6,IFRD1,TNF,TPI1,HSP90AB1,TRA2B,NKG7,DDX3X,DNAJA1,IFITM2,TMEM107,WDR74,SERTAD1,MT1X,AC245014.3,CCL2,ID3,JUND,HAMP,GNLY,CD37,H2AFX,CSKMT,KLF2,MORF4L1,IFNG,RPL22L1,FAM53C,TUBB4B,RPL7,SNHG7,PPP1CA,PMAIP1,ARPC5,RACK1,PNRC1,RALY,IER5,AMD1,CYCS,IER3,TMSB10
58	KLF2,CEBPB,MAFB,YBX1,KLF10	ZFP36L1,LGALS2,PSME2,NPC2,HLA-DPB1,HLA-DRA,HLA-DRB1,PLAC8,HLA-DMA,CCL3,VAMP8,HLA-DPA1,CD63,NEAT1,CPVL,TXNIP,FTH1,NFKBIA,APOBEC3A,IFITM3	ZFP36L1,LGALS2,PSME2,NPC2,HLA-DPB1,HLA-DRA,HLA-DRB1,PLAC8,HLA-DMA,CCL3,VAMP8,HLA-DPA1,CD63,NEAT1,CPVL,TXNIP,FTH1,NFKBIA,APOBEC3A,IFITM3,FCN1,UCP2,CD4,DOK2,AIF1,PRELID1,CRIP1,HLA-DQA1,HCST,GPX4,CFD,TIMP1,RHOA,DUSP6,EMP3,FTL,IL1B,HSPA8,POLR2L,CALM2,HLA-DQB1,SERPINA1,CD74,YBX3,MS4A6A,LGALS3,ZFP36,MARCKS,RGS10,IL32,UBB,G0S2,HLA-DMB,TAGLN2,CLEC7A,KLF2,CD52,ITM2B,FGL2,HSP90AA1,CEBPB,MT2A,SAT1,NAAA,TNFAIP2,CD7,GSTO1,CLIC1,PID1,CD3D,GIMAP4,MAFB,RGCC,TNFRSF1B,TRAC,RPS4Y1,FKBP1A,NAMPT,NOSIP,NPM1,VAMP5,CUTA,CD300E,TMEM176B,PSME1,CD99,PTMA,SH3BGRL3,YBX1,ISG20,RPL36AL,EIF3E,CXCL8,THBS1,SEPT9,APRT,CCNI,KLF10,TMEM123,AP2S1
59	CREM,FOS,LITAF,FOSB,KLF2,MYC	IGLC2,IGLC3,IGHGP,IGHG1,EMP3,CD37,CD79A,TXNIP,TMBIM6,SH3BGRL3,HLA-DPA1,SSR2,RGS2,CREM,IGLC7,EZR,ERP29,HLA-DRB1,FOS,TAGLN2	IGLC2,IGLC3,IGHGP,IGHG1,EMP3,CD37,CD79A,TXNIP,TMBIM6,SH3BGRL3,HLA-DPA1,SSR2,RGS2,CREM,IGLC7,EZR,ERP29,HLA-DRB1,FOS,TAGLN2,MT2A,MT-ATP6,LAMTOR5,FKBP1A,MT-ND1,DDX21,PPDPF,CRIP1,CD74,SNU13,MT-CYB,RGS1,EEF2,TOMM7,HMGN2,HLA-DQA1,S100A11,IGHD,HNRNPA1,MS4A1,PPP1CB,ARF6,LITAF,HSPA8,FOSB,SSR4,TRAPPC1,SUMO2,MYL6,GPR183,MZB1,HLA-DRA,HLA-DPB1,CCDC12,TIMP1,HSPE1,SDCBP,HERPUD1,WTAP,RHOC,IFITM2,PLP2,NEDD8,RBMX,PFDN5,COL1A1,KLF2,SLC25A3,COTL1,MAP3K8,CD83,CIRBP,MT1X,LTB,MT-ND4L,SLPI,ANKRD12,MYC,RPL36A,CAPZA1,GZMB,MT-CO3,P2RX5,RAN,S100A4,RPS21,EIF4G2,MORF4L1,HLA-B,RPL11,PIM2,ATP5D,ANAPC5,H3F3B,EIF6,HLA-DQB1,ITM2A,SNX9,DDX5,LMNA
60	JUN	RGS1,JUN,S100A4,GNLY,RPL17,RPS18,ACTB,RPL7,HSPA1A,BTG1,MALAT1,IL1B,RPS3,RPS3A,CD55,RPS14,CD69,MT-CYB,G0S2,RBM39	RGS1,JUN,S100A4,GNLY,RPL17,RPS18,ACTB,RPL7,HSPA1A,BTG1,MALAT1,IL1B,RPS3,RPS3A,CD55,RPS14,CD69,MT-CYB,G0S2,RBM39,MT-ND2,IFITM3,RPL9,S100A9,NKG7,UBB,RPL26,CLEC2B,LYZ,DUSP4,MIF,FTH1,RPLP0,ITM2B,SOD2,CD63,RPS13,EEF1G,CCL2,S100A6,SRP14,RPL21,IFRD1,HSPA8,CXCL2,CIB1,TSPO,DYNLL1,TMEM59,GMFG,HAMP,RPL15,ACKR1,ZC3HAV1,RP11-138A9.2,MT-ATP6,DNAJA1,RPL8,RPS6,CCNL1,ATP5L,CYTIP,CYBA,AHSA1,HMGN3,COX7B,TIMP1,S100A8,EIF1AX,ATP1B3,IGFBP7,CXCL8,FKBP4,RPLP2,EIF3G,TUBA1B,SUMO2,LDHA,MT-ND5,CTSW,MGP,IFITM2,ARGLU1,FAM133B,GADD45B,FUS,PPP1CB,ANXA2,PDIA3,TPI1,RPL13,AIF1,MT-CO2,GPR65,CLDN5,GUK1,RNASET2,NBEAL1,CCL3,LGALS3
61	FOS,JUNB,JUN,KLF6,TSC22D3,FOSB,KLF2,NR4A2,LITAF,XBP1	FOS,DUSP1,JUNB,JUN,KLF6,TSC22D3,CD69,PPP1R15A,ZFP36,CXCR4,UBC,TUBA1A,FOSB,H3F3B,TAGAP,UCP2,BTG2,ZFP36L2,CITED2,RGS2	FOS,DUSP1,JUNB,JUN,KLF6,TSC22D3,CD69,PPP1R15A,ZFP36,CXCR4,UBC,TUBA1A,FOSB,H3F3B,TAGAP,UCP2,BTG2,ZFP36L2,CITED2,RGS2,NFKBIA,DNAJB1,PNRC1,EIF1,TNFAIP3,RPS26,KLF2,TUBA1B,UBB,NR4A2,GZMB,SRSF3,IER2,YPEL5,RHOA,FKBP5,CCND3,PMAIP1,PPIA,DUSP2,LITAF,IGHM,COX7A2,TUBA4A,IDH2,RBM3,SRSF7,HMGN2,RPS4Y1,MORF4L1,RGS1,EIF4A1,EIF3F,SRSF5,IL6ST,GZMH,HSPA8,TCL1A,YWHAQ,RPL36AL,PPP1CA,SLC2A3,HNRNPK,CYCS,ACTG1,CD27,IFNG,GZMA,GBP5,KRT10,HNRNPDL,HNRNPA0,XBP1,CCNL1,NEAT1,COX7C,ADTRP,GTF3A,KIAA1551,STAT1,GADD45B,APOBEC3G,ZNF331,SUB1,ARPC2,EEF1B2,ITGB2,HIST1H4C,ENO1,CALM2,DBI,PRF1,CNN2,COMMD6,EIF4A2,SOCS3,RPL39,JUND,IDS,CTLA4
62	JUNB,CREM,FOSB,ZNF655	JUNB,ZFP36,HSPA1B,IER2,DNAJB1,RPS15A,RPL8,EEF1A1,EEF1G,BTG1,GADD45B,CREM,PTMA,RPL27,CORO1A,RPS6,TUBA1B,IFI27,RACK1,HLA-DRB1	JUNB,ZFP36,HSPA1B,IER2,DNAJB1,RPS15A,RPL8,EEF1A1,EEF1G,BTG1,GADD45B,CREM,PTMA,RPL27,CORO1A,RPS6,TUBA1B,IFI27,RACK1,HLA-DRB1,RGS2,RPS11,RPL23A,CD74,HSPA1A,RPS3,RPS10,FOSB,GPR183,RPL13A,ENO1,ANXA2,CD52,ZFP36L2,RPL36AL,MYL12A,TPT1,NACA,RPL34,ALDOA,RPSA,TNFAIP3,SUMO2,PTPRC,CXCL13,EEF1B2,CHMP1B,VIM,TSPYL2,HNRNPH1,HLA-DRA,ISG15,RBKS,RBMX,TRBC2,FKBP1A,TRAT1,PABPC1,SPARC,SYTL3,MYL12B,SOD1,RPLP2,CCL3,COTL1,MT-ND3,RPL29,SOCS3,IGFBP7,IFITM1,RPL28,MT-ND4,HLA-A,ZNF655,ITM2B,MYDGF,SPP1,C15orf48,HMGN2,TPI1,COX4I1,CRIP1,RPL12,H2AFZ,TMBIM6,TAGAP,MRPL1,SERF2,MRPL23,CSTB,DEF6,ARF5,LDHA,DCXR,CKS1B,ATP5IF1,PSMA1,HILPDA,SCAND1,ITM2C
63	JUN,JUNB	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DQA1,IFI30,HLA-DRB5,TUBA1B,HLA-DQB1,RPL4,S100A4,DUSP2,NKG7,SRGN,TPT1,PPP1R15A,MALAT1,RPL31,RPS18,RPS3,SAT1	HLA-DRA,HLA-DRB1,HLA-DPA1,HLA-DQA1,IFI30,HLA-DRB5,TUBA1B,HLA-DQB1,RPL4,S100A4,DUSP2,NKG7,SRGN,TPT1,PPP1R15A,MALAT1,RPL31,RPS18,RPS3,SAT1,RPS19,CXCL10,RPS15,RPLP1,APOE,GSN,TRBC2,JUN,A2M,RPL10,BTG1,HLA-A,TMSB10,EIF1,IER2,RPL36,FCGBP,GNLY,WARS,MYL6,C3AR1,IFITM1,CCL2,RPS15A,ITM2B,MYL12A,MTRNR2L8,SARAF,CD9,ACTB,CXCL3,MT-ND3,UBB,JUNB,RPL13AP5,MTRNR2L1,SLC25A3,RPS3A,CALM1,HLA-DMA,P2RY12,AREG,HSPA1B,MT-ND4,PABPC1,UBA52,RPL38,CST7,ANXA2,LIPA,HLA-DMB,KLRK1,RPL32,HNRNPA2B1,TXNIP,IFI27,S100A10,MGP,CTSC,SPARC,FAU,RPS10,MT-ND2,FCER1A,RPL35A,MYL12B,CD3D,IL7R,EEF1A1,IGHV1-46,IGHV4-34,COMP,ANXA5,RPS7,RPS28,TPI1,HLA-DQB2,CCR7,RPS14,DNAJB1
64	EGR1,FOSB,JUN,ID2,DDIT3,NR4A2,ATF4,NR4A1	IER2,EGR1,EIF4A3,FOSB,SERTAD1,TUBB4B,SAT1,JUN,CITED2,DNAJA1,BRD2,GADD45B,ID2,H2AFZ,DDIT4,TNF,SRSF2,DDX3X,DDIT3,BTG2	IER2,EGR1,EIF4A3,FOSB,SERTAD1,TUBB4B,SAT1,JUN,CITED2,DNAJA1,BRD2,GADD45B,ID2,H2AFZ,DDIT4,TNF,SRSF2,DDX3X,DDIT3,BTG2,DDX5,RSRP1,TPI1,NR4A2,ATF4,FUS,TOB1,SRSF5,CCNL1,H3F3B,UBB,SAP18,DYNLL1,EIF4A2,PPP1R15A,CHMP1B,C6orf62,WSB1,ARL6IP1,NXF1,NEU1,UBE2S,ZFAS1,TUBA1A,TXNIP,PPP1R10,CALM1,MAT2A,TUBA1B,SNHG12,EIF1,ARF4,GTF2B,CKS2,CYCS,SNHG8,IFRD1,MARCKSL1,SRSF7,H2AFX,HERPUD1,SLC38A2,SRSF3,FAM53C,ODC1,AREG,UBC,SNHG1,SFPQ,PCF11,PNRC1,CDKN1A,ZC3HAV1,CD53,TRAF3IP3,EIF5,GAS5,NR4A1,HNRNPH1,CD27,TMSB10,POLR2A,TUBA1C,NASP,SNHG5,SLC25A3,RHOB,POLR2L,PNP,ITM2B,PMAIP1,GPX1,HIST2H2AA4,GSTK1,SLC1A5,MYLIP,MCL1,HEXIM1,GLA,TUBA4A
65	ID2,REL,BATF,ZBTB32,CREM,VDR,STAT3,ID3,GATA3	TNFRSF4,TNFRSF18,TNFRSF9,ID2,SERPINB9,CLEC2D,SH2D2A,LGALS1,SYNGR2,ICOS,DDIT4,NFKBIA,BIRC3,PKM,REL,TNFRSF1B,IL2RA,TRAF1,CFLAR,NINJ1	TNFRSF4,TNFRSF18,TNFRSF9,ID2,SERPINB9,CLEC2D,SH2D2A,LGALS1,SYNGR2,ICOS,DDIT4,NFKBIA,BIRC3,PKM,REL,TNFRSF1B,IL2RA,TRAF1,CFLAR,NINJ1,DUSP2,RHOG,IL21R,IL1R2,EMP3,CCND2,ZFP36,CCR8,CD82,TYMP,PIM3,PTP4A3,MIR155HG,BATF,MAP2K3,APOBEC3G,ZBTB32,SDC4,CST7,HSP90AB1,GADD45B,CXCR6,HSPA5,CREM,TFRC,TUBB,LCP1,DOK2,BCL2L1,FYN,TNFAIP3,HSPB1,PPA1,ANP32E,RHOH,KCNN4,PSMA2,ZFP36L1,RAN,GADD45A,NDFIP1,VDR,LDHA,ANXA6,GRSF1,C7orf25,PTPN6,STAT3,ID3,CXCR3,SMS,LTA,NFKBID,NCL,CCL22,PSMA6,SLC3A2,LY75,SLC7A5,IL21R-AS1,ARF6,PDIA6,EBI3,MAT2A,MYO1G,NAMPT,SOD1,LINC01588,SYTL3,SPECC1L,GATA3,HLA-DQA1,GCNT1,TC2N,ZNFX1,RBM3,ADORA2A,RHOF,LAIR2,PARK7
66	JUN	CCL2,EIF4A3,DBI,TUBA1B,MT2A,CYR61,RPL21P28,RPL19,RPS14,CD14,FCER1G,FCN3,IL6,EMP1,JUN,CSF3,RPL18A,PLAUR,PLEK,GPR183	CCL2,EIF4A3,DBI,TUBA1B,MT2A,CYR61,RPL21P28,RPL19,RPS14,CD14,FCER1G,FCN3,IL6,EMP1,JUN,CSF3,RPL18A,PLAUR,PLEK,GPR183,RPS6,PFN1,HNRNPA1,RPL8,CKB,RPL10A,H2AFZ,RPL3,ERRFI1,A2M,C6orf62,GPX1,BIRC3,TUBB4B,ISG20,ZFP36,RPL41,COCH,PTGDS,HMOX1,PLPP3,TGFBI,COL1A1,CTSL,PABPC1,RPL12,SLC25A5,RPS7,IL1RL1,SERPINE1,GADD45B,BRI3,DNAJB1,CD53,DAB2,MARCKS,ICAM1,GSTO1,NEAT1,RPS4Y1,RPS27,RGS2,LINC00152,HSPB1,NINJ1,BTG1,SPARCL1,SEPT11,RPL34,PTGES,FAM3C,LGALS3,NPM1,NPY,CYP1B1,RPS5,RPL13AP5,HLA-C,CALM2,LYZ,H1FX,MPC2,SSR3,TIMP1,RPL15,CXCR4,PSME2,S100A4,CST3,CNN3,RPL27A,CD44,PHLDA2,MAP2K3,H3F3B,MAT2A,CHIC2,RPS10,TM4SF1,MT1M
